node_id,row,rack,node,file,num_requests,seed,status,reason,num_timesteps,min_power_w,max_power_w,mean_power_w,uses_ar1
0,0,0,0,node_0_0_0.npy,12725,42,evaluated,,345600,327.6845,2186.1205704055114,888.7949847006798,False
1,0,0,1,node_0_0_1.npy,12843,1051,evaluated,,345600,327.6845,2147.098462601577,892.0099657924338,False
2,0,0,2,node_0_0_2.npy,12649,2060,evaluated,,345600,327.6845,2138.678784884404,883.361568709329,False
3,0,0,3,node_0_0_3.npy,12860,3069,evaluated,,345600,327.6845,2072.047017445472,892.8758618157647,False
4,0,1,0,node_0_1_0.npy,12891,4078,evaluated,,345600,327.6845,2053.7443511894253,892.4664649519474,False
5,0,1,1,node_0_1_1.npy,12916,5087,evaluated,,345600,327.6845,2061.8062805023906,892.1713745835959,False
6,0,1,2,node_0_1_2.npy,12611,6096,evaluated,,345600,327.6845,2046.0903433684778,889.9692819230443,False
7,0,1,3,node_0_1_3.npy,12907,7105,evaluated,,345600,327.6845,2113.2564153142016,892.3719977676582,False
8,0,2,0,node_0_2_0.npy,12603,8114,evaluated,,345600,327.6845,2016.1763889996141,883.8118342212482,False
9,0,2,1,node_0_2_1.npy,12806,9123,evaluated,,345600,327.6845,2101.632877044871,888.9480892697297,False
10,0,2,2,node_0_2_2.npy,12723,10132,evaluated,,345600,327.6845,2049.5384307033064,889.1971316022407,False
11,0,2,3,node_0_2_3.npy,12915,11141,evaluated,,345600,327.6845,2070.4999189554637,889.0031723466353,False
12,0,3,0,node_0_3_0.npy,12822,12150,evaluated,,345600,327.6845,2118.251667912474,887.5676905241025,False
13,0,3,1,node_0_3_1.npy,12689,13159,evaluated,,345600,327.6845,2027.621165355075,885.4717432982158,False
14,0,3,2,node_0_3_2.npy,12664,14168,evaluated,,345600,327.6845,2079.209939706066,884.9923722400122,False
15,0,3,3,node_0_3_3.npy,12713,15177,evaluated,,345600,327.6845,2079.8498430285317,890.5929009961419,False
16,0,4,0,node_0_4_0.npy,12601,16186,evaluated,,345600,327.6845,2162.8405707090046,883.5084626022026,False
17,0,4,1,node_0_4_1.npy,12848,17195,evaluated,,345600,327.6845,2118.088734950882,894.3780317252612,False
18,0,4,2,node_0_4_2.npy,12678,18204,evaluated,,345600,327.6845,2081.453341929261,883.3944231432038,False
19,0,4,3,node_0_4_3.npy,12948,19213,evaluated,,345600,327.6845,2032.07287556181,890.4718646306472,False
20,0,5,0,node_0_5_0.npy,12816,20222,evaluated,,345600,327.6845,2083.7055907878416,894.4062138431732,False
21,0,5,1,node_0_5_1.npy,12957,21231,evaluated,,345600,327.6845,2112.3850723457304,893.8377394148393,False
22,0,5,2,node_0_5_2.npy,12840,22240,evaluated,,345600,327.6845,2101.4945365536887,891.2822722025982,False
23,0,5,3,node_0_5_3.npy,12740,23249,evaluated,,345600,327.6845,2098.233663394628,885.0445414030162,False
24,1,0,0,node_1_0_0.npy,12845,24258,evaluated,,345600,327.6845,2064.5247593207014,892.2257306559843,False
25,1,0,1,node_1_0_1.npy,12955,25267,evaluated,,345600,327.6845,2073.616964347666,896.6907208118625,False
26,1,0,2,node_1_0_2.npy,12822,26276,evaluated,,345600,327.6845,2029.780413259939,892.7912828147801,False
27,1,0,3,node_1_0_3.npy,12898,27285,evaluated,,345600,327.6845,2118.2972213846115,891.693300001959,False
28,1,1,0,node_1_1_0.npy,12834,28294,evaluated,,345600,327.6845,2098.3323221193914,891.2713677897145,False
29,1,1,1,node_1_1_1.npy,12948,29303,evaluated,,345600,327.6845,2150.1117976166556,895.5432106673928,False
30,1,1,2,node_1_1_2.npy,12810,30312,evaluated,,345600,327.6845,2108.626044352291,888.9414280498945,False
31,1,1,3,node_1_1_3.npy,12820,31321,evaluated,,345600,327.6845,2069.43024271742,888.2681438989653,False
32,1,2,0,node_1_2_0.npy,12526,32330,evaluated,,345600,327.6845,2125.966321506902,882.2506539277556,False
33,1,2,1,node_1_2_1.npy,12891,33339,evaluated,,345600,327.6845,2086.610234373938,891.2282601988585,False
34,1,2,2,node_1_2_2.npy,12793,34348,evaluated,,345600,327.6845,2110.105612009946,893.4064017890913,False
35,1,2,3,node_1_2_3.npy,12611,35357,evaluated,,345600,327.6845,2057.4035025463013,885.7765108620805,False
36,1,3,0,node_1_3_0.npy,12895,36366,evaluated,,345600,327.6845,2106.5941053687984,895.0742993550296,False
37,1,3,1,node_1_3_1.npy,12922,37375,evaluated,,345600,327.6845,2088.437942011122,889.772112493989,False
38,1,3,2,node_1_3_2.npy,12797,38384,evaluated,,345600,327.6845,2044.2695447556482,891.7866283913221,False
39,1,3,3,node_1_3_3.npy,12730,39393,evaluated,,345600,327.6845,2066.4482144878575,890.1282785239557,False
40,1,4,0,node_1_4_0.npy,12792,40402,evaluated,,345600,327.6845,2019.4397519861275,884.6431330568121,False
41,1,4,1,node_1_4_1.npy,12678,41411,evaluated,,345600,327.6845,2041.98204010603,887.8458260539135,False
42,1,4,2,node_1_4_2.npy,12902,42420,evaluated,,345600,327.6845,2083.0641691450346,893.4696268707638,False
43,1,4,3,node_1_4_3.npy,12891,43429,evaluated,,345600,327.6845,2125.8801476419094,898.9078233936788,False
44,1,5,0,node_1_5_0.npy,12738,44438,evaluated,,345600,327.6845,2085.9940570282633,887.535504495357,False
45,1,5,1,node_1_5_1.npy,12905,45447,evaluated,,345600,327.6845,2129.465574444123,891.109798524959,False
46,1,5,2,node_1_5_2.npy,12829,46456,evaluated,,345600,327.6845,2125.5088130194827,892.987550129191,False
47,1,5,3,node_1_5_3.npy,12937,47465,evaluated,,345600,327.6845,2122.4173712887387,892.9918633614024,False
48,2,0,0,node_2_0_0.npy,12719,48474,evaluated,,345600,327.6845,2060.880241543353,887.2888491271806,False
49,2,0,1,node_2_0_1.npy,12901,49483,evaluated,,345600,327.6845,2130.028115605123,890.6943979786231,False
50,2,0,2,node_2_0_2.npy,12929,50492,evaluated,,345600,327.6845,2047.7233319688469,889.8491071500177,False
51,2,0,3,node_2_0_3.npy,12540,51501,evaluated,,345600,327.6845,2146.4626147850763,882.5816514166393,False
52,2,1,0,node_2_1_0.npy,12781,52510,evaluated,,345600,327.6845,2080.1139420195473,890.7638686558977,False
53,2,1,1,node_2_1_1.npy,12954,53519,evaluated,,345600,327.6845,2046.330698315485,894.8458434385717,False
54,2,1,2,node_2_1_2.npy,12566,54528,evaluated,,345600,327.6845,2100.551250087194,884.2377346945775,False
55,2,1,3,node_2_1_3.npy,12688,55537,evaluated,,345600,327.6845,2077.7069114028122,886.9285768977987,False
56,2,2,0,node_2_2_0.npy,12907,56546,evaluated,,345600,327.6845,2086.432864524045,890.8586058999384,False
57,2,2,1,node_2_2_1.npy,12866,57555,evaluated,,345600,327.6845,2113.266870371075,892.2391410396817,False
58,2,2,2,node_2_2_2.npy,12876,58564,evaluated,,345600,327.6845,2054.641941659641,898.6609612644392,False
59,2,2,3,node_2_2_3.npy,12886,59573,evaluated,,345600,327.6845,2104.8757258427295,891.5906950994222,False
60,2,3,0,node_2_3_0.npy,12823,60582,evaluated,,345600,327.6845,2106.5680749546796,889.8571879874349,False
61,2,3,1,node_2_3_1.npy,12889,61591,evaluated,,345600,327.6845,2134.301713405196,894.4478274028435,False
62,2,3,2,node_2_3_2.npy,12770,62600,evaluated,,345600,327.6845,2106.552653885199,889.6558988850759,False
63,2,3,3,node_2_3_3.npy,12779,63609,evaluated,,345600,327.6845,2028.6022746114509,888.9866857191987,False
64,2,4,0,node_2_4_0.npy,12758,64618,evaluated,,345600,327.6845,2104.4571675723178,888.0880815551147,False
65,2,4,1,node_2_4_1.npy,12852,65627,evaluated,,345600,327.6845,2077.962951350507,892.2353410273166,False
66,2,4,2,node_2_4_2.npy,12751,66636,evaluated,,345600,327.6845,2130.6445312056285,886.9251482675123,False
67,2,4,3,node_2_4_3.npy,12857,67645,evaluated,,345600,327.6845,2116.060063588128,888.9532702677739,False
68,2,5,0,node_2_5_0.npy,12974,68654,evaluated,,345600,327.6845,2036.7577706650993,894.9433850314572,False
69,2,5,1,node_2_5_1.npy,12653,69663,evaluated,,345600,327.6845,2141.141643816893,885.2956164161044,False
70,2,5,2,node_2_5_2.npy,12972,70672,evaluated,,345600,327.6845,2110.5395484539386,891.8166434199118,False
71,2,5,3,node_2_5_3.npy,12715,71681,evaluated,,345600,327.6845,2077.9280183125356,887.5004733471466,False
72,3,0,0,node_3_0_0.npy,12790,72690,evaluated,,345600,327.6845,2098.877120751161,891.4459442430312,False
73,3,0,1,node_3_0_1.npy,12798,73699,evaluated,,345600,327.6845,2060.4918162210374,890.4606833915673,False
74,3,0,2,node_3_0_2.npy,12915,74708,evaluated,,345600,327.6845,2035.1818114831328,890.7943076408854,False
75,3,0,3,node_3_0_3.npy,12895,75717,evaluated,,345600,327.6845,2072.0793608492972,896.0291975438286,False
76,3,1,0,node_3_1_0.npy,12770,76726,evaluated,,345600,327.6845,2099.621830797566,889.1945320971749,False
77,3,1,1,node_3_1_1.npy,12537,77735,evaluated,,345600,327.6845,2059.7714132183414,880.3740420117884,False
78,3,1,2,node_3_1_2.npy,12905,78744,evaluated,,345600,327.6845,2070.251911989352,887.1950743255985,False
79,3,1,3,node_3_1_3.npy,12842,79753,evaluated,,345600,327.6845,2128.757079950475,891.7572741865241,False
80,3,2,0,node_3_2_0.npy,12633,80762,evaluated,,345600,327.6845,2009.6783058180283,890.2405160570372,False
81,3,2,1,node_3_2_1.npy,12782,81771,evaluated,,345600,327.6845,2079.169249028923,893.5069986538845,False
82,3,2,2,node_3_2_2.npy,12915,82780,evaluated,,345600,327.6845,2085.5124057740613,894.2896516201931,False
83,3,2,3,node_3_2_3.npy,12649,83789,evaluated,,345600,327.6845,2069.4764986970135,882.8748050004585,False
84,3,3,0,node_3_3_0.npy,12772,84798,evaluated,,345600,327.6845,2049.232673484275,883.5713022909714,False
85,3,3,1,node_3_3_1.npy,12806,85807,evaluated,,345600,327.6845,2047.6014243618922,890.1090077911556,False
86,3,3,2,node_3_3_2.npy,12690,86816,evaluated,,345600,327.6845,2018.090004432326,889.1237147196188,False
87,3,3,3,node_3_3_3.npy,12672,87825,evaluated,,345600,327.6845,2114.702071319418,887.0434396103885,False
88,3,4,0,node_3_4_0.npy,12890,88834,evaluated,,345600,327.6845,2133.635761435933,892.8820554660916,False
89,3,4,1,node_3_4_1.npy,12719,89843,evaluated,,345600,327.6845,2142.046426885214,885.7125943416997,False
90,3,4,2,node_3_4_2.npy,12750,90852,evaluated,,345600,327.6845,2063.841755453373,890.4044360182336,False
91,3,4,3,node_3_4_3.npy,12779,91861,evaluated,,345600,327.6845,2059.8022259125205,885.502633445663,False
92,3,5,0,node_3_5_0.npy,12853,92870,evaluated,,345600,327.6845,2087.033222992678,892.9160795576906,False
93,3,5,1,node_3_5_1.npy,12657,93879,evaluated,,345600,327.6845,2059.436199998717,891.5726738607433,False
94,3,5,2,node_3_5_2.npy,12857,94888,evaluated,,345600,327.6845,2068.985225032239,892.6946548455309,False
95,3,5,3,node_3_5_3.npy,12901,95897,evaluated,,345600,327.6845,2020.7094568956938,892.9382904208127,False
96,4,0,0,node_4_0_0.npy,12954,96906,evaluated,,345600,327.6845,2083.6534522742677,888.6341037679184,False
97,4,0,1,node_4_0_1.npy,12860,97915,evaluated,,345600,327.6845,2058.2271121232416,891.6998829844456,False
98,4,0,2,node_4_0_2.npy,12556,98924,evaluated,,345600,327.6845,2064.839109775585,881.7226812229209,False
99,4,0,3,node_4_0_3.npy,12972,99933,evaluated,,345600,327.6845,2126.863032863343,892.3543407063207,False
100,4,1,0,node_4_1_0.npy,12890,100942,evaluated,,345600,327.6845,2033.909564718394,893.8447761665243,False
101,4,1,1,node_4_1_1.npy,12892,101951,evaluated,,345600,327.6845,2107.89876475472,888.8724652761773,False
102,4,1,2,node_4_1_2.npy,12722,102960,evaluated,,345600,327.6845,2048.1625901029356,890.6277708344173,False
103,4,1,3,node_4_1_3.npy,12985,103969,evaluated,,345600,327.6845,2137.709547635258,890.4425810821037,False
104,4,2,0,node_4_2_0.npy,12781,104978,evaluated,,345600,327.6845,2091.74439346741,891.5997294019018,False
105,4,2,1,node_4_2_1.npy,12879,105987,evaluated,,345600,327.6845,2101.093269983199,890.3499782212292,False
106,4,2,2,node_4_2_2.npy,12908,106996,evaluated,,345600,327.6845,2149.7267445353255,891.0256522928636,False
107,4,2,3,node_4_2_3.npy,12712,108005,evaluated,,345600,327.6845,2149.2088604331984,885.7144785667532,False
108,4,3,0,node_4_3_0.npy,12934,109014,evaluated,,345600,327.6845,2152.04487774883,894.0987747487616,False
109,4,3,1,node_4_3_1.npy,12802,110023,evaluated,,345600,327.6845,2052.9766337771575,889.1771070483996,False
110,4,3,2,node_4_3_2.npy,12673,111032,evaluated,,345600,327.6845,2087.5802273036265,887.7445296691775,False
111,4,3,3,node_4_3_3.npy,12740,112041,evaluated,,345600,327.6845,2120.3458222201907,887.6898197184889,False
112,4,4,0,node_4_4_0.npy,12824,113050,evaluated,,345600,327.6845,2042.3160900685252,890.3281867018195,False
113,4,4,1,node_4_4_1.npy,12847,114059,evaluated,,345600,327.6845,2086.3231692845347,890.1524339515792,False
114,4,4,2,node_4_4_2.npy,12849,115068,evaluated,,345600,327.6845,2106.6993831534132,891.6389894650439,False
115,4,4,3,node_4_4_3.npy,12934,116077,evaluated,,345600,327.6845,2064.0513969167,896.7373601622035,False
116,4,5,0,node_4_5_0.npy,12835,117086,evaluated,,345600,327.6845,2096.155034318549,889.4967923556028,False
117,4,5,1,node_4_5_1.npy,12913,118095,evaluated,,345600,327.6845,2070.6426637957293,890.0783636391058,False
118,4,5,2,node_4_5_2.npy,12951,119104,evaluated,,345600,327.6845,2014.7818889180294,890.4966702265314,False
119,4,5,3,node_4_5_3.npy,12822,120113,evaluated,,345600,327.6845,2022.9368054329088,889.8053713046014,False
120,5,0,0,node_5_0_0.npy,12868,121122,evaluated,,345600,327.6845,2015.5328486453477,890.9829775831959,False
121,5,0,1,node_5_0_1.npy,12866,122131,evaluated,,345600,327.6845,2136.3096192464977,896.1554977448078,False
122,5,0,2,node_5_0_2.npy,12792,123140,evaluated,,345600,327.6845,2060.954297918219,889.9060943653109,False
123,5,0,3,node_5_0_3.npy,12806,124149,evaluated,,345600,327.6845,2133.1411591317305,890.3411705505421,False
124,5,1,0,node_5_1_0.npy,12824,125158,evaluated,,345600,327.6845,2023.7975021370237,894.3942539198131,False
125,5,1,1,node_5_1_1.npy,12711,126167,evaluated,,345600,327.6845,2012.9556873408103,889.7426673847823,False
126,5,1,2,node_5_1_2.npy,12805,127176,evaluated,,345600,327.6845,2109.9411591028133,891.2357143046311,False
127,5,1,3,node_5_1_3.npy,12927,128185,evaluated,,345600,327.6845,2040.8241478095597,896.8478152752978,False
128,5,2,0,node_5_2_0.npy,12763,129194,evaluated,,345600,327.6845,2052.8083338102297,890.225258997962,False
129,5,2,1,node_5_2_1.npy,12733,130203,evaluated,,345600,327.6845,2013.5096990219783,886.8188846734339,False
130,5,2,2,node_5_2_2.npy,13072,131212,evaluated,,345600,327.6845,2120.6241257159745,893.8122377180388,False
131,5,2,3,node_5_2_3.npy,12832,132221,evaluated,,345600,327.6845,2047.4271678572102,888.8121735477603,False
132,5,3,0,node_5_3_0.npy,13002,133230,evaluated,,345600,327.6845,2117.79675132032,896.19537822608,False
133,5,3,1,node_5_3_1.npy,12879,134239,evaluated,,345600,327.6845,2072.3800243149476,889.4631103650298,False
134,5,3,2,node_5_3_2.npy,12777,135248,evaluated,,345600,327.6845,2063.4323058320724,889.6605939404078,False
135,5,3,3,node_5_3_3.npy,13029,136257,evaluated,,345600,327.6845,2108.6754912584934,894.2519313090652,False
136,5,4,0,node_5_4_0.npy,12792,137266,evaluated,,345600,327.6845,2094.572983383564,889.7439170822643,False
137,5,4,1,node_5_4_1.npy,12753,138275,evaluated,,345600,327.6845,1993.6656995163237,891.654893367151,False
138,5,4,2,node_5_4_2.npy,12847,139284,evaluated,,345600,327.6845,2073.6413357352567,895.0461068730715,False
139,5,4,3,node_5_4_3.npy,13027,140293,evaluated,,345600,327.6845,2042.7569374555226,892.6544558706787,False
140,5,5,0,node_5_5_0.npy,12764,141302,evaluated,,345600,327.6845,2039.306867440943,889.4320353066631,False
141,5,5,1,node_5_5_1.npy,12791,142311,evaluated,,345600,327.6845,2091.6439802922705,887.8666097673215,False
142,5,5,2,node_5_5_2.npy,12826,143320,evaluated,,345600,327.6845,2095.174930095448,891.6256271222117,False
143,5,5,3,node_5_5_3.npy,12951,144329,evaluated,,345600,327.6845,2063.2027927959757,893.2009689575879,False
144,6,0,0,node_6_0_0.npy,12803,145338,evaluated,,345600,327.6845,2097.093230171387,892.6114814341279,False
145,6,0,1,node_6_0_1.npy,12904,146347,evaluated,,345600,327.6845,2086.550409523445,891.1202339284481,False
146,6,0,2,node_6_0_2.npy,12801,147356,evaluated,,345600,327.6845,2106.376882794947,886.9044945159027,False
147,6,0,3,node_6_0_3.npy,12867,148365,evaluated,,345600,327.6845,2116.8188819639718,893.9867914092408,False
148,6,1,0,node_6_1_0.npy,12855,149374,evaluated,,345600,327.6845,2094.642656698738,891.0561074784674,False
149,6,1,1,node_6_1_1.npy,12708,150383,evaluated,,345600,327.6845,2103.3057217997857,887.6216047952859,False
150,6,1,2,node_6_1_2.npy,12965,151392,evaluated,,345600,327.6845,2046.107818352516,890.7483474897591,False
151,6,1,3,node_6_1_3.npy,12870,152401,evaluated,,345600,327.6845,2055.6787697862815,890.4029522286531,False
152,6,2,0,node_6_2_0.npy,12733,153410,evaluated,,345600,327.6845,2090.201449512906,886.508373608704,False
153,6,2,1,node_6_2_1.npy,12874,154419,evaluated,,345600,327.6845,2053.4112644694565,893.4964277467404,False
154,6,2,2,node_6_2_2.npy,12831,155428,evaluated,,345600,327.6845,2079.7583869650302,895.4799259363863,False
155,6,2,3,node_6_2_3.npy,12827,156437,evaluated,,345600,327.6845,2100.0961940910192,891.775630068309,False
156,6,3,0,node_6_3_0.npy,12928,157446,evaluated,,345600,327.6845,2086.5191548129887,893.8184537388108,False
157,6,3,1,node_6_3_1.npy,12781,158455,evaluated,,345600,327.6845,2106.208342361685,887.4066873051265,False
158,6,3,2,node_6_3_2.npy,12791,159464,evaluated,,345600,327.6845,2075.03498489794,887.7073500072079,False
159,6,3,3,node_6_3_3.npy,12768,160473,evaluated,,345600,327.6845,2090.090566005881,889.8099040434976,False
160,6,4,0,node_6_4_0.npy,13037,161482,evaluated,,345600,327.6845,2034.1883790304626,897.0701833770078,False
161,6,4,1,node_6_4_1.npy,12838,162491,evaluated,,345600,327.6845,2095.669604544021,888.6322542913945,False
162,6,4,2,node_6_4_2.npy,12809,163500,evaluated,,345600,327.6845,2156.666485110537,893.6418764839561,False
163,6,4,3,node_6_4_3.npy,12798,164509,evaluated,,345600,327.6845,2094.424598043072,890.1327191232476,False
164,6,5,0,node_6_5_0.npy,12824,165518,evaluated,,345600,327.6845,2112.4535895674776,893.400562157619,False
165,6,5,1,node_6_5_1.npy,12860,166527,evaluated,,345600,327.6845,2099.617842432459,894.9939802855736,False
166,6,5,2,node_6_5_2.npy,12620,167536,evaluated,,345600,327.6845,2064.1148729160223,886.8443517090135,False
167,6,5,3,node_6_5_3.npy,12676,168545,evaluated,,345600,327.6845,2027.5297356575807,886.8996275799742,False
168,7,0,0,node_7_0_0.npy,13054,169554,evaluated,,345600,327.6845,2018.8084017529065,896.1181997478069,False
169,7,0,1,node_7_0_1.npy,12675,170563,evaluated,,345600,327.6845,2105.4921033455907,886.6796070700063,False
170,7,0,2,node_7_0_2.npy,12961,171572,evaluated,,345600,327.6845,2079.8193456503013,891.8916136200022,False
171,7,0,3,node_7_0_3.npy,12730,172581,evaluated,,345600,327.6845,2088.6231777639155,890.177410946222,False
172,7,1,0,node_7_1_0.npy,12694,173590,evaluated,,345600,327.6845,2022.0234810737252,885.6225131662623,False
173,7,1,1,node_7_1_1.npy,12703,174599,evaluated,,345600,327.6845,2080.9921518849314,886.1692317623413,False
174,7,1,2,node_7_1_2.npy,12852,175608,evaluated,,345600,327.6845,2070.3355948053104,896.1324385785255,False
175,7,1,3,node_7_1_3.npy,12890,176617,evaluated,,345600,327.6845,2072.3700062061025,893.211143592302,False
176,7,2,0,node_7_2_0.npy,12623,177626,evaluated,,345600,327.6845,2077.153446315404,887.8202149129611,False
177,7,2,1,node_7_2_1.npy,12698,178635,evaluated,,345600,327.6845,2072.925199281727,888.1390089189866,False
178,7,2,2,node_7_2_2.npy,12776,179644,evaluated,,345600,327.6845,2070.935415689729,887.4142461696293,False
179,7,2,3,node_7_2_3.npy,12789,180653,evaluated,,345600,327.6845,2062.353924590564,889.680399743872,False
180,7,3,0,node_7_3_0.npy,12673,181662,evaluated,,345600,327.6845,2113.3133134578866,886.8530526276868,False
181,7,3,1,node_7_3_1.npy,12962,182671,evaluated,,345600,327.6845,2044.1207312229797,891.637104466636,False
182,7,3,2,node_7_3_2.npy,12866,183680,evaluated,,345600,327.6845,2059.561084366608,891.5932230027051,False
183,7,3,3,node_7_3_3.npy,12628,184689,evaluated,,345600,327.6845,2072.2658055053284,889.6769257184591,False
184,7,4,0,node_7_4_0.npy,12864,185698,evaluated,,345600,327.6845,2075.616527576171,888.5998096539823,False
185,7,4,1,node_7_4_1.npy,12824,186707,evaluated,,345600,327.6845,2107.1730815502447,892.4005435259528,False
186,7,4,2,node_7_4_2.npy,12713,187716,evaluated,,345600,327.6845,2065.4013435283023,884.7282446525826,False
187,7,4,3,node_7_4_3.npy,12932,188725,evaluated,,345600,327.6845,2012.3718484726282,895.2184357811785,False
188,7,5,0,node_7_5_0.npy,12897,189734,evaluated,,345600,327.6845,2098.360113714112,893.3564571189977,False
189,7,5,1,node_7_5_1.npy,12611,190743,evaluated,,345600,327.6845,2149.340154977965,885.875979252214,False
190,7,5,2,node_7_5_2.npy,12811,191752,evaluated,,345600,327.6845,2091.0328599000477,891.8960830338206,False
191,7,5,3,node_7_5_3.npy,12946,192761,evaluated,,345600,327.6845,2094.609544807734,891.2174691914485,False
192,8,0,0,node_8_0_0.npy,12730,193770,evaluated,,345600,327.6845,2109.3461802739957,885.9087732666276,False
193,8,0,1,node_8_0_1.npy,12919,194779,evaluated,,345600,327.6845,2056.4918165753584,895.8243332206349,False
194,8,0,2,node_8_0_2.npy,12511,195788,evaluated,,345600,327.6845,2107.225326132582,885.3980684410474,False
195,8,0,3,node_8_0_3.npy,12696,196797,evaluated,,345600,327.6845,2078.7067633744646,889.787558728665,False
196,8,1,0,node_8_1_0.npy,12917,197806,evaluated,,345600,327.6845,2114.8348579573467,889.6494097436704,False
197,8,1,1,node_8_1_1.npy,12800,198815,evaluated,,345600,327.6845,2064.3229157269984,889.5939755696426,False
198,8,1,2,node_8_1_2.npy,12817,199824,evaluated,,345600,327.6845,2130.821492496402,890.3538747922469,False
199,8,1,3,node_8_1_3.npy,12757,200833,evaluated,,345600,327.6845,2137.0835821617898,889.8167767460758,False
200,8,2,0,node_8_2_0.npy,13007,201842,evaluated,,345600,327.6845,2093.040493404378,899.9917741801642,False
201,8,2,1,node_8_2_1.npy,12896,202851,evaluated,,345600,327.6845,2021.7996840664925,892.4748169222174,False
202,8,2,2,node_8_2_2.npy,12628,203860,evaluated,,345600,327.6845,2096.9125338429135,889.0228154540304,False
203,8,2,3,node_8_2_3.npy,12953,204869,evaluated,,345600,327.6845,2162.588391640645,895.1505074272587,False
204,8,3,0,node_8_3_0.npy,12616,205878,evaluated,,345600,327.6845,2118.7078624569117,888.6594916436525,False
205,8,3,1,node_8_3_1.npy,12862,206887,evaluated,,345600,327.6845,2033.2066557251758,893.6493067835164,False
206,8,3,2,node_8_3_2.npy,12932,207896,evaluated,,345600,327.6845,2063.472738369737,890.4290410828057,False
207,8,3,3,node_8_3_3.npy,12782,208905,evaluated,,345600,327.6845,2120.901576021199,888.7985783787068,False
208,8,4,0,node_8_4_0.npy,12816,209914,evaluated,,345600,327.6845,2071.093040298768,887.8537051983346,False
209,8,4,1,node_8_4_1.npy,12844,210923,evaluated,,345600,327.6845,2120.773423335048,890.9347088099738,False
210,8,4,2,node_8_4_2.npy,12848,211932,evaluated,,345600,327.6845,2115.9765024367734,890.1627690517898,False
211,8,4,3,node_8_4_3.npy,12875,212941,evaluated,,345600,327.6845,2113.7912371236803,892.8642467195639,False
212,8,5,0,node_8_5_0.npy,12863,213950,evaluated,,345600,327.6845,2145.182046347339,888.3490991546835,False
213,8,5,1,node_8_5_1.npy,12710,214959,evaluated,,345600,327.6845,2062.921338353261,885.430535261779,False
214,8,5,2,node_8_5_2.npy,12908,215968,evaluated,,345600,327.6845,2088.866101200108,890.6537653759881,False
215,8,5,3,node_8_5_3.npy,12729,216977,evaluated,,345600,327.6845,2099.5942734197747,887.8310011890103,False
216,9,0,0,node_9_0_0.npy,12884,217986,evaluated,,345600,327.6845,2062.962132552472,892.6726843738442,False
217,9,0,1,node_9_0_1.npy,12549,218995,evaluated,,345600,327.6845,2043.7299640414624,879.9537878484854,False
218,9,0,2,node_9_0_2.npy,12763,220004,evaluated,,345600,327.6845,2166.2779343169523,886.8097578043522,False
219,9,0,3,node_9_0_3.npy,12866,221013,evaluated,,345600,327.6845,2105.4048171570316,893.4936872443573,False
220,9,1,0,node_9_1_0.npy,12846,222022,evaluated,,345600,327.6845,2040.4075108127508,891.735834759652,False
221,9,1,1,node_9_1_1.npy,12919,223031,evaluated,,345600,327.6845,2137.229060240889,892.1405681865497,False
222,9,1,2,node_9_1_2.npy,12788,224040,evaluated,,345600,327.6845,2116.977856096458,889.2511794291463,False
223,9,1,3,node_9_1_3.npy,12535,225049,evaluated,,345600,327.6845,2156.6003112513954,886.092274059121,False
224,9,2,0,node_9_2_0.npy,12724,226058,evaluated,,345600,327.6845,2114.3001282222162,886.6788224660091,False
225,9,2,1,node_9_2_1.npy,12621,227067,evaluated,,345600,327.6845,2050.6774078552335,886.196902684975,False
226,9,2,2,node_9_2_2.npy,12493,228076,evaluated,,345600,327.6845,2067.00548945322,881.9418834469714,False
227,9,2,3,node_9_2_3.npy,12755,229085,evaluated,,345600,327.6845,2110.172176151156,894.8630091235143,False
228,9,3,0,node_9_3_0.npy,12790,230094,evaluated,,345600,327.6845,2027.4143126094193,889.8640925009224,False
229,9,3,1,node_9_3_1.npy,12837,231103,evaluated,,345600,327.6845,2058.282892046195,886.4213945360268,False
230,9,3,2,node_9_3_2.npy,12915,232112,evaluated,,345600,327.6845,2101.279147525041,890.631429995159,False
231,9,3,3,node_9_3_3.npy,12863,233121,evaluated,,345600,327.6845,2178.760723661846,888.1016110478258,False
232,9,4,0,node_9_4_0.npy,13044,234130,evaluated,,345600,327.6845,2066.7069428932678,893.7908744040359,False
233,9,4,1,node_9_4_1.npy,12814,235139,evaluated,,345600,327.6845,2128.826889597417,891.4339118197541,False
234,9,4,2,node_9_4_2.npy,12660,236148,evaluated,,345600,327.6845,2084.9170705195843,885.6765514585417,False
235,9,4,3,node_9_4_3.npy,12650,237157,evaluated,,345600,327.6845,2007.3400762229808,884.4215029597644,False
236,9,5,0,node_9_5_0.npy,12923,238166,evaluated,,345600,327.6845,2178.114982680741,894.9320117121657,False
237,9,5,1,node_9_5_1.npy,12933,239175,evaluated,,345600,327.6845,2047.191303042452,890.8676106558937,False
238,9,5,2,node_9_5_2.npy,12958,240184,evaluated,,345600,327.6845,2074.2157944753003,892.7319796002253,False
239,9,5,3,node_9_5_3.npy,12690,241193,evaluated,,345600,327.6845,2060.3935098818124,888.0974935300242,False
