config_id,status,reason,k,feature_set,input_dim,seed,device,best_epoch,best_val_loss,final_train_loss,final_val_loss,num_train_traces,num_val_traces,num_test_traces,num_train_points,gmm_aic,gmm_bic,bic_candidates,checkpoint_path,curve_path,norm_params_path,gmm_params_path
gpt-oss-120b_H100_tp8,trained,,10,f2,2,42,cuda,127,0.3794684559106827,0.686760242496218,0.3936774209141731,21,4,5,27789,399765.5523360608,400004.29180666053,"{""10"": {""aic"": 399765.5523360608, ""bic"": 400004.29180666053}, ""12"": {""aic"": 398739.11424625874, ""bic"": 399027.24809008604}, ""6"": {""aic"": 407977.28338564106, ""bic"": 408117.23410978576}, ""8"": {""aic"": 403540.5514425667, ""bic"": 403729.89653993887}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/gpt-oss-120b_H100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/gpt-oss-120b_H100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/gpt-oss-120b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/gpt-oss-120b_H100_tp8_k10.json
gpt-oss-20b_A100_tp1,trained,,10,f2,2,42,cuda,264,1.1820021122694016,0.9630408343814668,1.2110726535320282,21,4,5,30094,293679.31551369897,293920.3658654632,"{""10"": {""aic"": 293679.31551369897, ""bic"": 293920.3658654632}, ""12"": {""aic"": 293551.67843526707, ""bic"": 293842.6012736032}, ""6"": {""aic"": 310950.3336444893, ""bic"": 311091.6390231097}, ""8"": {""aic"": 294531.10546403116, ""bic"": 294722.2833292235}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/gpt-oss-20b_A100_tp1_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/gpt-oss-20b_A100_tp1_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/gpt-oss-20b_A100_tp1.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/gpt-oss-20b_A100_tp1_k10.json
gpt-oss-20b_A100_tp2,trained,,10,f2,2,42,cuda,368,1.179599106311798,1.0258702337741852,1.1859129071235657,20,4,5,27371,315494.93105520285,315733.23099599674,"{""10"": {""aic"": 315494.93105520285, ""bic"": 315733.23099599674}, ""12"": {""aic"": 314091.2033815022, ""bic"": 314378.8067583224}, ""6"": {""aic"": 327941.0988856446, ""bic"": 328080.7919543858}, ""8"": {""aic"": 316619.9318475233, ""bic"": 316808.9283522909}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/gpt-oss-20b_A100_tp2_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/gpt-oss-20b_A100_tp2_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/gpt-oss-20b_A100_tp2.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/gpt-oss-20b_A100_tp2_k10.json
gpt-oss-20b_H100_tp1,trained,,10,f2,2,42,cuda,329,0.7403736114501953,0.7172486210862795,0.7590655386447906,21,4,5,27815,308031.2876055023,308270.05419645505,"{""10"": {""aic"": 308031.2876055023, ""bic"": 308270.05419645505}, ""12"": {""aic"": 307570.10501258535, ""bic"": 307858.27158787317}, ""6"": {""aic"": 312653.2408746722, ""bic"": 312793.2074969548}, ""8"": {""aic"": 308774.670437174, ""bic"": 308964.0370437917}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/gpt-oss-20b_H100_tp1_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/gpt-oss-20b_H100_tp1_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/gpt-oss-20b_H100_tp1.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/gpt-oss-20b_H100_tp1_k10.json
gpt-oss-20b_H100_tp2,trained,,10,f2,2,42,cuda,117,1.1148103922605515,0.8522301600092933,1.2249123007059097,21,4,5,27808,339030.69535568054,339269.4546474944,"{""10"": {""aic"": 339030.69535568054, ""bic"": 339269.4546474944}, ""12"": {""aic"": 338941.41525607393, ""bic"": 339229.5730220562}, ""6"": {""aic"": 342621.42528394377, ""bic"": 342761.3876274209}, ""8"": {""aic"": 339598.685850566, ""bic"": 339788.0466682115}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/gpt-oss-20b_H100_tp2_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/gpt-oss-20b_H100_tp2_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/gpt-oss-20b_H100_tp2.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/gpt-oss-20b_H100_tp2_k10.json
llama-3-405b_H100_tp8,trained,,10,f2,2,42,cuda,451,1.039100170135498,0.8911194034985134,1.0395850539207458,21,4,5,53612,729105.0931259183,729362.8894437937,"{""10"": {""aic"": 729105.0931259183, ""bic"": 729362.8894437937}, ""12"": {""aic"": 729053.5423003595, ""bic"": 729364.6757874504}, ""6"": {""aic"": 730224.417048659, ""bic"": 730375.5390281031}, ""8"": {""aic"": 729226.0174788081, ""bic"": 729430.4766274678}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-405b_H100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-405b_H100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-405b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-405b_H100_tp8_k10.json
llama-3-70b_A100_tp4,trained,,10,f2,2,42,cuda,81,0.9473931193351746,0.9448174805868239,1.0020460022820368,42,9,9,90982,1032939.9094836004,1033213.0435755488,"{""10"": {""aic"": 1032939.9094836004, ""bic"": 1033213.0435755488}, ""12"": {""aic"": 1032441.5146026408, ""bic"": 1032771.1591963716}, ""6"": {""aic"": 1047147.1357172049, ""bic"": 1047307.2488055883}, ""8"": {""aic"": 1033414.1647583297, ""bic"": 1033630.7883484956}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-70b_A100_tp4_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-70b_A100_tp4_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-70b_A100_tp4.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-70b_A100_tp4_k10.json
llama-3-70b_A100_tp8,trained,,10,f2,2,42,cuda,10,1.5136171181996663,1.1592656638473273,1.6483764515982733,40,9,8,80084,1067533.7868666067,1067803.2209761275,"{""10"": {""aic"": 1067533.7868666067, ""bic"": 1067803.2209761275}, ""12"": {""aic"": 1066889.5062049364, ""bic"": 1067214.685302634}, ""6"": {""aic"": 1100309.6396092605, ""bic"": 1100467.5837424279}, ""8"": {""aic"": 1070602.2133113004, ""bic"": 1070815.9024326445}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-70b_A100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-70b_A100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-70b_A100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-70b_A100_tp8_k10.json
llama-3-70b_H100_tp4,trained,,10,f2,2,42,cuda,181,1.0782443814807467,0.7335270148951832,1.092269202073415,41,9,9,80269,1065981.228739353,1066250.7297637726,"{""10"": {""aic"": 1065981.228739353, ""bic"": 1066250.7297637726}, ""12"": {""aic"": 1065248.0237701752, ""bic"": 1065573.2836272335}, ""6"": {""aic"": 1067787.3640121927, ""bic"": 1067945.3473713354}, ""8"": {""aic"": 1066651.214899363, ""bic"": 1066864.957091144}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-70b_H100_tp4_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-70b_H100_tp4_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-70b_H100_tp4.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-70b_H100_tp4_k10.json
llama-3-70b_H100_tp8,trained,,10,f2,2,42,cuda,132,0.817547470331192,0.7897364010171193,0.985829535457823,41,9,9,76724,1063246.312589517,1063514.5037150464,"{""10"": {""aic"": 1063246.312589517, ""bic"": 1063514.5037150464}, ""12"": {""aic"": 1062919.8519327734, ""bic"": 1063243.5308773778}, ""6"": {""aic"": 1067800.048142389, ""bic"": 1067957.2636297683}, ""8"": {""aic"": 1066064.1166286825, ""bic"": 1066276.819935137}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-70b_H100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-70b_H100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-70b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-70b_H100_tp8_k10.json
llama-3-8b_A100_tp1,trained,,10,f2,2,42,cuda,483,0.9591341416041056,0.7186330045972552,0.9613479574521383,42,9,9,83353,793021.1939836853,793291.788340215,"{""10"": {""aic"": 793021.1939836853, ""bic"": 793291.788340215}, ""12"": {""aic"": 789869.4231829138, ""bic"": 790196.0025787255}, ""6"": {""aic"": 800812.4068626122, ""bic"": 800971.0311405779}, ""8"": {""aic"": 795212.4739051332, ""bic"": 795427.0832223808}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_A100_tp1_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_A100_tp1_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_A100_tp1.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_A100_tp1_k10.json
llama-3-8b_A100_tp2,trained,,10,f2,2,42,cuda,0,2.1985192828708224,1.217579383675645,2.4910140368673535,41,9,9,80380,840718.4567075181,840987.9978068902,"{""10"": {""aic"": 840718.4567075181, ""bic"": 840987.9978068902}, ""12"": {""aic"": 831738.3355223502, ""bic"": 832063.6437457303}, ""6"": {""aic"": 845015.4266173294, ""bic"": 845173.4334686854}, ""8"": {""aic"": 841624.9951384143, ""bic"": 841838.7691137784}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_A100_tp2_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_A100_tp2_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_A100_tp2.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_A100_tp2_k10.json
llama-3-8b_A100_tp4,trained,,10,f2,2,42,cuda,498,1.2488586604595184,1.1805272728204728,1.25228613615036,20,4,5,50071,500142.42552405543,500398.2402450932,"{""10"": {""aic"": 500142.42552405543, ""bic"": 500398.2402450932}, ""12"": {""aic"": 499941.19647247804, ""bic"": 500249.9383771788}, ""6"": {""aic"": 500965.4318205153, ""bic"": 501115.3921742271}, ""8"": {""aic"": 500157.8147552615, ""bic"": 500360.70229263627}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_A100_tp4_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_A100_tp4_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_A100_tp4.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_A100_tp4_k10.json
llama-3-8b_A100_tp8,trained,,10,f2,2,42,cuda,488,1.3196848630905151,1.174392819404602,1.3204259872436523,15,3,3,37609,394098.42117644026,394345.936137651,"{""10"": {""aic"": 394098.42117644026, ""bic"": 394345.936137651}, ""12"": {""aic"": 393977.76270147105, ""bic"": 394276.48765465635}, ""6"": {""aic"": 395013.62358301703, ""bic"": 395158.7185602785}, ""8"": {""aic"": 394218.400333757, ""bic"": 394414.70530299307}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_A100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_A100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_A100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_A100_tp8_k10.json
llama-3-8b_H100_tp1,trained,,10,f2,2,42,cuda,171,0.9973605010244582,0.7120768434944607,1.1823266976409488,42,9,9,81442,876954.1124421355,877224.0341874292,"{""10"": {""aic"": 876954.1124421355, ""bic"": 877224.0341874292}, ""12"": {""aic"": 876785.6539746159, ""bic"": 877111.4215982462}, ""6"": {""aic"": 880350.5208743963, ""bic"": 880508.7508630168}, ""8"": {""aic"": 878357.4096312315, ""bic"": 878571.4854981885}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_H100_tp1_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_H100_tp1_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_H100_tp1.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_H100_tp1_k10.json
llama-3-8b_H100_tp2,trained,,10,f2,2,42,cuda,51,1.566131803724501,0.998685021225999,1.7006951835420396,41,9,9,77295,903642.3061618007,903910.7123137342,"{""10"": {""aic"": 903642.3061618007, ""bic"": 903910.7123137342}, ""12"": {""aic"": 902781.0625531425, ""bic"": 903105.0010123727}, ""6"": {""aic"": 907829.3387552206, ""bic"": 907986.680292561}, ""8"": {""aic"": 905188.4696813584, ""bic"": 905401.3435259954}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_H100_tp2_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_H100_tp2_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_H100_tp2.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_H100_tp2_k10.json
llama-3-8b_H100_tp4,trained,,10,f2,2,42,cuda,348,0.9264888912439346,0.9455545672348568,0.9703190922737122,21,4,5,52334,590771.6822393438,591028.7788838424,"{""10"": {""aic"": 590771.6822393438, ""bic"": 591028.7788838424}, ""12"": {""aic"": 590449.1603834716, ""bic"": 590759.4494371768}, ""6"": {""aic"": 591688.2091847707, ""bic"": 591838.921010856}, ""8"": {""aic"": 591101.6273754992, ""bic"": 591305.5316107912}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_H100_tp4_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_H100_tp4_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_H100_tp4.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_H100_tp4_k10.json
llama-3-8b_H100_tp8,trained,,10,f2,2,42,cuda,223,1.15057123452425,0.8461217497076307,1.1951265931129456,21,4,5,52304,627814.9345768349,628072.0145925749,"{""10"": {""aic"": 627814.9345768349, ""bic"": 628072.0145925749}, ""12"": {""aic"": 624483.0248284364, ""bic"": 624793.2938129501}, ""6"": {""aic"": 628538.886785525, ""bic"": 628689.5888637174}, ""8"": {""aic"": 628095.7622298647, ""bic"": 628299.6532768309}}",results/continuous_v1_gmm_bigru/k10_f2/checkpoints/llama-3-8b_H100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru/k10_f2/training_curves/llama-3-8b_H100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru/k10_f2/norm_params/llama-3-8b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f2/gmms/llama-3-8b_H100_tp8_k10.json
